tree	leaf	site	lat	long	loc	use	scan uploaded	bladeL	bladeW	sinusMinL	sinusNextL	petioleL	petioleW	bladeLtoWidestPoint	Area	Mass	Area/Mass	bladeBaseAngle	TotalL.PL+BL	PL/TL	SinusRatio	SinusRatioN	BL/BW	PL/PW	BL/BW.over.PL/PW	BL/BLWP	BW/SinusMinL
MB-MG513	S-A	Whiteshell Provincial Park	49.71209	-95.24496	MB	T	y	123.399	76.946	8.573	42.698	17.054	1.047	84.364	4625.188	0.462	10011.22944	63.3	140.453	0.121421401	0.200782238		1.603709095	16.28844317	0.098456868	1.462697359	8.975387846
MB-MG513	S-B	Whiteshell Provincial Park	49.71209	-95.24496	MB	T	y	122.393	78.712	16.083	22.612	16.414	1.092	84.457	4609.67	0.513	8985.711501	73.278	138.807	0.118250521	0.711259508		1.554947149	15.03113553	0.103448415	1.44917532	4.894111795
MB-MG513	W-A	Whiteshell Provincial Park	49.71209	-95.24496	MB	T	y	144.98	102.232	14.839	46.443	20.707	1.149	91.585	6973.286	0.715	9752.847552	77.123	165.687	0.124976613	0.319509937		1.41814696	18.02175805	0.078690822	1.583010318	6.889413033
MB-MG513	W-B	Whiteshell Provincial Park	49.71209	-95.24496	MB	T	y	142.238	82.99	16.792	36.922	18.973	1.019	110.476	6391.453	0.489	13070.45603	60.574	161.211	0.11769048	0.454796598		1.713917339	18.61923454	0.092050902	1.287501358	4.942234397
MB-SD005	E-A	Whiteshell Provincial Park	49.71279	-95.2444	MB	T	y	129.056	66.63	29.055	36.594	15.778	0.92	91.027	4403.666	0.393	11205.257	55.549	144.834	0.108938509	0.79398262		1.936905298	17.15	0.112939084	1.417777143	2.293236964
MB-SD005	E-B	Whiteshell Provincial Park	49.71279	-95.2444	MB	T	y	102.426	52.727	25.935	34.202	7.289	0.909	78.917	2755.499	0.211	13059.23697	47.509	109.715	0.066435765	0.758288989		1.942572117	8.01870187	0.242255187	1.297895257	2.033044149
MB-SD005	N-A	Whiteshell Provincial Park	49.71279	-95.2444	MB	T	y	123.079	70.489	30.251	45.81	11.056	1.212	92.011	4552.315	0.447	10184.14989	58.432	134.135	0.082424423	0.660358		1.746073855	9.122112211	0.191411135	1.33765528	2.330137847
MB-SD005	N-B	Whiteshell Provincial Park	49.71279	-95.2444	MB	T	y	127.319	67.48	26.989	38.149	11.111	1.071	97.824	4276.585	0.364	11748.85989	59.393	138.43	0.080264394	0.707462843		1.886766449	10.37441643	0.181867237	1.301510877	2.500277891
MB-SD005	S-A	Whiteshell Provincial Park	49.71279	-95.2444	MB	T	y	137.309	81.635	37.113	54.047	13.743	1.171	95.043	5588.42	0.395	14147.89873	58.542	151.052	0.090981914	0.686680112		1.681986893	11.73612297	0.143317082	1.444703976	2.199633552
MB-SD005	S-B	Whiteshell Provincial Park	49.71279	-95.2444	MB	T	y	120.097	60.8	33.06	46.651	8.415	1.122	84.195	4042.34	0.267	15139.85019	57.387	128.512	0.065480266	0.708666481		1.975279605	7.5	0.263370614	1.42641487	1.83908046
MB-SD005	W-A	Whiteshell Provincial Park	49.71279	-95.2444	MB	T	y	120.635	63.546	29.982	42.045	12.074	1.133	93.356	4182.48	0.287	14573.10105	52.632	132.709	0.090981019	0.713093115		1.898388569	10.65666372	0.178140985	1.292204036	2.119471683
MB-SD005	W-B	Whiteshell Provincial Park	49.71279	-95.2444	MB	T	y	115.195	65.716	25.397	47.205	9.859	0.853	79.929	3614.185	0.21	17210.40476	46.965	125.054	0.078837942	0.538015041		1.752921663	11.55803048	0.151662661	1.44121658	2.587549711
MB-SD004	E-A	Whiteshell Provincial Park	49.4249	-95.1436	MB	T	y	104.344	60.093	10.493	37.735	21.17	0.982	84.29	3608.372	0.434	8314.221198	86.075	125.514	0.168666444	0.278070757		1.736375285	21.55804481	0.080544191	1.237916716	5.726960831
MB-SD004	E-B	Whiteshell Provincial Park	49.4249	-95.1436	MB	T	y	95.942	56.182	9.17	48.472	19.46	1.196	73.22	2851.593	0.359	7943.155989	83.269	115.402	0.168627927	0.189181383		1.707699975	16.27090301	0.104954223	1.310325048	6.126717557
MB-SD004	N-A	Whiteshell Provincial Park	49.4249	-95.1436	MB	T	y	96.167	63.089	14.383	53.75	15.325	0.968	67.376	3283.716	0.387	8485.054264	85.851	111.492	0.137453808	0.267590698		1.524306931	15.83161157	0.096282487	1.427318333	4.386358896
MB-SD004	N-B	Whiteshell Provincial Park	49.4249	-95.1436	MB	T	y	85.187	55.611	14.69	56.087	17.16	1.01	63.197	2794.089	0.346	8075.401734	95.573	102.347	0.167664905	0.261914526		1.531837226	16.99009901	0.090160583	1.347959555	3.785636487
MB-SD004	S-A	Whiteshell Provincial Park	49.4249	-95.1436	MB	T	y	118.059	52.611	12.127	20.534	14.343	1.079	92.826	3313.838	0.31	10689.8	73.227	132.402	0.108329179	0.590581475		2.243998403	13.29286376	0.168812262	1.271831168	4.338335945
MB-SD004	S-B	Whiteshell Provincial Park	49.4249	-95.1436	MB	T	y	100.848	52.56	11.369	27.15	13.645	1.243	74.692	2986.719	0.319	9362.755486	91.045	114.493	0.119177592	0.418747698		1.918721461	10.97747385	0.174787158	1.350184759	4.623097898
MB-SD004	W-A	Whiteshell Provincial Park	49.4249	-95.1436	MB	T	y	105.56	65.601	10.741	31.714	21.053	1.083	78.594	3835.662	0.409	9378.146699	94.441	126.613	0.166278344	0.338683231		1.609121812	19.43951985	0.0827758	1.343105072	6.107531887
MB-SD004	W-B	Whiteshell Provincial Park	49.4249	-95.1436	MB	T	y	105.677	69.265	7.908	60.831	21.91	1.079	72.494	2718.811	0.451	6028.405765	89.089	127.587	0.17172596	0.129999507		1.525691186	20.30583874	0.075135591	1.457734433	8.758851796
MN-SD001	E-A	Prairie Moon Nursery	43.89117	-91.64684	MN	T	y	134.066	87.234	29.603	43.42	13.822	1.485	88.638	6397.453	0.899	7116.187987	65.659	147.888	0.09346262	0.681782589		1.536854896	9.307744108	0.165115723	1.512511564	2.946795933
MN-SD001	E-B	Prairie Moon Nursery	43.89117	-91.64684	MN	T	y	134.084	77.547	42.99	35.839	15.273	1.45	90.475	6141.844	0.781	7864.076825	74.626	149.357	0.102258347	1.199531237		1.729067533	10.53310345	0.164155564	1.482000553	1.803838102
MN-SD001	N-A	Prairie Moon Nursery	43.89117	-91.64684	MN	T	y	158.422	103.416	40.378	62.691	26.602	1.568	72.389	7887.21	1.301	6062.421214	72.726	185.024	0.143775943	0.644079693		1.531890617	16.96556122	0.090294132	2.188481675	2.561196691
MN-SD001	N-B	Prairie Moon Nursery	43.89117	-91.64684	MN	T	y	139.197	108.809	23.77	49.584	21.812	1.676	101.501	7525.915	1.174	6410.489779	76.987	161.009	0.135470688	0.479388512		1.279278369	13.01431981	0.098297751	1.371385504	4.577576777
MN-SD001	S-A	Prairie Moon Nursery	43.89117	-91.64684	MN	T	y	137.881	90.146	43.127	47.494	21.437	1.496	88.636	6464.752	0.917	7049.89313	60.052	159.318	0.13455479	0.908051543		1.529529874	14.32954545	0.106739595	1.555586895	2.09024509
MN-SD001	S-B	Prairie Moon Nursery	43.89117	-91.64684	MN	T	y	132.357	94.915	43.232	39.417	23.437	1.485	68.981	5858.824	0.765	7658.593464	68.678	155.794	0.150435832	1.096785651		1.394479271	15.78249158	0.088356092	1.918745742	2.1954802
MN-SD001	W-A	Prairie Moon Nursery	43.89117	-91.64684	MN	T	y	146.125	107.224	27.094	44.003	21.558	1.315	107.268	7568.053	0.983	7698.934893	75.433	167.683	0.128564017	0.615730746		1.362801239	16.39391635	0.083128473	1.362242234	3.957481361
MN-SD001	W-B	Prairie Moon Nursery	43.89117	-91.64684	MN	T	y	149.42	93.299	20.237	32.366	23.46	1.596	109.979	6722.816	1.012	6643.098814	66.083	172.88	0.135701064	0.625254897		1.601517701	14.69924812	0.108952355	1.35862301	4.610317735
MN-SD002	E-A	Prairie Moon Nursery	43.89804	-91.64801	MN	T	y	157.946	103.613	42.185	62.694	26.972	1.617	71.749	7887.21	1.211	6512.97275	73.047	184.918	0.145859246	0.672871407		1.524384006	16.68027211	0.091388438	2.20136866	2.456157402
MN-SD002	E-B	Prairie Moon Nursery	43.89804	-91.64801	MN	T	y	139.159	108.96	23.988	48.947	21.852	1.561	101.354	7525.915	0.36	20905.31944	77.9	161.011	0.135717436	0.490081108		1.277156755	13.99871877	0.091233832	1.372999586	4.542271136
MN-SD002	N-A	Prairie Moon Nursery	43.89804	-91.64801	MN	T	y	156.316	87.42	29.323	72.161	19.981	1.351	95.493	7639.623	0.808	9454.97896	77.869	176.297	0.113337153	0.406355233		1.788103409	14.78978534	0.120901241	1.636936739	2.981277495
MN-SD002	N-B	Prairie Moon Nursery	43.89804	-91.64801	MN	T	y	122.164	74.361	33.708	39.863	15.482	1.386	72.556	5347.194	0.388	13781.42784	75.206	137.646	0.112476934	0.845596167		1.642850419	11.17027417	0.14707342	1.683720161	2.206034176
MN-SD002	S-A	Prairie Moon Nursery	43.89804	-91.64801	MN	T	y	181.093	129.934	31.154	97.049	23.116	1.388	109.421	13847.819	1.227	11285.91606	78.341	204.209	0.113197753	0.321013097		1.393730663	16.65417867	0.083686544	1.655011378	4.170700392
MN-SD002	S-B	Prairie Moon Nursery	43.89804	-91.64801	MN	T	y	165.605	98.978	29.72	71.811	19.408	1.294	82.502	8233.222	0.728	11309.37088	65.194	185.013	0.104900737	0.413864171		1.673149589	14.9984544	0.111554801	2.007284672	3.330349933
MN-SD002	W-A	Prairie Moon Nursery	43.89804	-91.64801	MN	T	y	143.079	93.257	15.25	55.577	21.919	1.366	114.887	7221.823	0.769	9391.187256	68.635	164.998	0.132844035	0.274394084		1.534244078	16.04612006	0.095614645	1.245388947	6.115213115
MN-SD002	W-B	Prairie Moon Nursery	43.89804	-91.64801	MN	T	y	155.388	93.365	18.966	69.464	21.695	1.018	114.93	8054.755	0.664	12130.65512	76.207	177.083	0.122513172	0.273033514		1.664306753	21.31139489	0.078094689	1.352022971	4.922756512
IL-MG603	E-A	Near Shawnee National Forest	37.51492	-89.4445	IL	F	y	170.038	98.495	46.751	75.768	6.775	1.435	106.54	9782.606	0.562	17406.77224	84.018	176.813	0.038317318	0.617028297		1.726361744	4.721254355	0.365657432	1.596001502	2.106799855
IL-MG603	E-B	Near Shawnee National Forest	37.51492	-89.4445	IL	F	y	111.775	63.955	23.123	45.402	3.202	0.982	72.584	3626.9	0.178	20375.8427	62.76	114.977	0.027849048	0.509294745		1.747713236	3.260692464	0.535994503	1.539939932	2.765860831
IL-MG603	N-A	Near Shawnee National Forest	37.51492	-89.4445	IL	F	y	257.554	167.269	27.952	71.268	22.623	1.466	110.715	21736.192	2.097	10365.3753	79.503	280.177	0.080745386	0.392209687		1.53975931	15.43178718	0.099778418	2.326279185	5.984151402
IL-MG603	N-B	Near Shawnee National Forest	37.51492	-89.4445	IL	F	y	221.568	163.606	15.672	84.733	21.711	1.689	93.35	18839.928	1.821	10345.92422	85.607	243.279	0.089243215	0.184957455		1.35427796	12.85435169	0.105355602	2.373519014	10.43938234
IL-MG603	S-A	Near Shawnee National Forest	37.51492	-89.4445	IL	F	y	235.526	136.042	30.149	54.904	20.047	1.783	136.857	17059.321	1.403	12159.17391	79.382	255.573	0.078439428	0.549122104		1.731274165	11.24340998	0.153981236	1.720964218	4.512322133
IL-MG603	S-B	Near Shawnee National Forest	37.51492	-89.4445	IL	F	y	222.547	118.681	51.265	78.472	17.596	1.669	127.85	14502.609	1.212	11965.84901	98.503	240.143	0.073273008	0.653290346		1.875169572	10.54284002	0.177861901	1.740688307	2.315049254
IL-MG603	W-A	Near Shawnee National Forest	37.51492	-89.4445	IL	F	y	254.401	155.228	47.507	113.96	29.918	2.071	185.264	19237.79	2.253	8538.743897	70.913	284.319	0.105226875	0.416874342		1.638886026	14.44616127	0.113447856	1.373180974	3.267476372
IL-MG603	W-B	Near Shawnee National Forest	37.51492	-89.4445	IL	F	y	164.818	108.705	19.919	59.648	20.151	1.342	83.849	8224.314	0.979	8400.729316	96.059	184.969	0.10894258	0.333942462		1.516195207	15.01564829	0.100974342	1.965652542	5.457352277
IL-MG604	E-A	Near Shawnee National Forest	37.51651	-89.44542	IL	F	y									1.339	0		0	#DIV/0!	#DIV/0!		#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!
IL-MG604	E-B	Near Shawnee National Forest	37.51651	-89.44542	IL	F	y									1.156	0		0	#DIV/0!	#DIV/0!		#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!
IL-MG604	N-A	Near Shawnee National Forest	37.51651	-89.44542	IL	F	y									1.218	0		0	#DIV/0!	#DIV/0!		#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!
IL-MG604	N-B	Near Shawnee National Forest	37.51651	-89.44542	IL	F	y									0.779	0		0	#DIV/0!	#DIV/0!		#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!
IL-MG604	S-A	Near Shawnee National Forest	37.51651	-89.44542	IL	F	y									1.467	0		0	#DIV/0!	#DIV/0!		#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!
IL-MG604	S-B	Near Shawnee National Forest	37.51651	-89.44542	IL	F	y									0.432	0		0	#DIV/0!	#DIV/0!		#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!
IL-MG604	W-A	Near Shawnee National Forest	37.51651	-89.44542	IL	F	y									1.9	0		0	#DIV/0!	#DIV/0!		#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!
IL-MG604	W-B	Near Shawnee National Forest	37.51651	-89.44542	IL	F	y									1.564	0		0	#DIV/0!	#DIV/0!		#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!
IN-MG631	E-A	Burr Oak Woods	41.53273	-87.2948	IN	T	y	185.432	134.604	23.795	60.172	37.405	1.377	97.687	13480.619	0.937	14387	80.276	222.837	0.167858121	0.395449711		1.377611364	27.16412491	0.050714366	1.898225967	5.656818659
IN-MG631	E-B	Burr Oak Woods	41.53273	-87.2948	IN	T	y	180.83	98.7	13.286	49.182	27.792	1.271	71.677	9718.162	0.7	13883.08857	73.843	208.622	0.133217015	0.270139482		1.832117528	21.86624705	0.08378747	2.522845543	7.428872497
IN-MG631	N-A	Burr Oak Woods	41.53273	-87.2948	IN	T	y	250.758	174.268	64.341	126.042	31.132	1.969	152.123	23564.021	1.519	15512.85122	82.697	281.89	0.110440243	0.5104727		1.438921661	15.81107161	0.091007219	1.64838979	2.70850624
IN-MG631	N-B	Burr Oak Woods	41.53273	-87.2948	IN	T	y	228.328	135.752	61.424	88.617	37.334	1.574	150.484	17769.423	0.967	18375.82523	68.637	265.662	0.140531954	0.693140142		1.681949437	23.71918679	0.070910923	1.517290875	2.21008075
IN-MG631	S-A	Burr Oak Woods	41.53273	-87.2948	IN	T	y	213.153	148.667	30.629	108.896	42.061	1.511	131.325	14846.818	1.09	13620.93394	69.875	255.214	0.16480679	0.281268366		1.433761359	27.8365321	0.051506465	1.623095374	4.853798688
IN-MG631	S-B	Burr Oak Woods	41.53273	-87.2948	IN	T	y	193.037	113.227	24.31	48.602	32.928	1.234	140.918	11561.897	0.773	14957.17594	64.77	225.965	0.145721683	0.500185178		1.704867214	26.68395462	0.0638911	1.36985339	4.657630605
IN-MG631	W-A	Burr Oak Woods	41.53273	-87.2948	IN	T	y	251.323	154.313	54.997	109.083	47.525	1.839	159.213	20590.603	1.561	13190.64894	65.903	298.848	0.159027332	0.504175719		1.628657339	25.84284937	0.063021585	1.57853316	2.805843955
IN-MG631	W-B	Burr Oak Woods	41.53273	-87.2948	IN	T	y	211.427	165.236	70.395	104.895	42.192	2.03	120.595	18454.236	1.395	13228.84301	78.988	253.619	0.166359776	0.671099671		1.27954562	20.78423645	0.061563273	1.753198723	2.347268982
IN-MG636	E-A	Burr Oak Woods	41.5345	-87.29279	IN	T	y	190.642	115.043	9.705	75.886	43.12	1.527	144.587	10392.212	1.195	8696.411715	69.548	233.762	0.184461119	0.127889202		1.657136897	28.2383759	0.05868386	1.318527945	11.85399279
IN-MG636	E-B	Burr Oak Woods	41.5345	-87.29279	IN	T	y	169.154	95.549	19.237	67.714	30.509	1.405	120.432	7501.13	0.88	8524.011364	48.808	199.663	0.152802472	0.284091916		1.770337732	21.71459075	0.081527566	1.40456025	4.966938712
IN-MG636	N-A	Burr Oak Woods	41.5345	-87.29279	IN	T	y	183.223	115.241	18.263	91.727	24.593	1.341	112.397	11852.598	0.808	14669.05693	85.515	207.816	0.118340263	0.199101682		1.589911577	18.33929903	0.086694239	1.630141374	6.310080491
IN-MG636	N-B	Burr Oak Woods	41.5345	-87.29279	IN	T	y	175.747	100.571	30.562	82.491	20.492	1.522	113.373	10047.737	0.669	15019.03886	63.029	196.239	0.104423687	0.370488902		1.747491822	13.46386334	0.129791263	1.550166265	3.290720503
IN-MG636	S-A	Burr Oak Woods	41.5345	-87.29279	IN	T	y	184.468	114.43	24.043	73.183	41.494	1.707	147.087	11212.547	1.261	8891.789849	62.916	225.962	0.183632646	0.328532583		1.612059775	24.30814294	0.066317685	1.254142106	4.759389427
IN-MG636	S-B	Burr Oak Woods	41.5345	-87.29279	IN	T	y	201.555	133.449	8.658	56.203	33.803	1.562	146.927	12055.335	1.136	10612.09067	69.264	235.358	0.143623756	0.154048716		1.510352269	21.64084507	0.069791742	1.371803685	15.41337491
IN-MG636	W-A	Burr Oak Woods	41.5345	-87.29279	IN	T	y	223.657	151.724	8.696	86.655	38.868	1.68	141.079	17104.246	1.561	10957.23639	69.536	262.525	0.148054471	0.100351971		1.474104295	23.13571429	0.06371553	1.585331623	17.4475621
IN-MG636	W-B	Burr Oak Woods	41.5345	-87.29279	IN	T	y	207.391	145.928	18.363	111.589	29.262	1.741	164.499	15708.29	1.435	10946.54355	74.53	236.653	0.123649394	0.164559231		1.421187161	16.80758185	0.084556314	1.260743226	7.946849643
IN-MG638	E-A	Burr Oak Woods	41.53253	-87.29661	IN	T	y	185.171	133.857	11.576	62.092	25.089	1.304	89.714	13512	1.611	8387.337058	88.711	210.26	0.119323695	0.186433035		1.383349395	19.24003067	0.071899542	2.064014535	11.56332066
IN-MG638	E-B	Burr Oak Woods	41.53253	-87.29661	IN	T	y	157.92	118.085	19.034	71.774	21.684	1.087	93.223	8952.093	0.887	10092.5513	82.122	179.604	0.120732278	0.265193524		1.337341745	19.94848206	0.067039775	1.694002553	6.203898287
IN-MG638	N-A	Burr Oak Woods	41.53253	-87.29661	IN	T	y	150.054	121.363	17.122	27.702	20.904	1.395	88.822	8326.301	0.989	8418.908999	92.215	170.958	0.122275647	0.618078117		1.236406483	14.98494624	0.082509905	1.689378758	7.088132228
IN-MG638	N-B	Burr Oak Woods	41.53253	-87.29661	IN	T	y	145.77	125.207	32.13	30.262	23.834	1.236	89.509	8892.627	0.964	9224.716805	97.766	169.604	0.140527346	1.061727579		1.164232032	19.28317152	0.060375547	1.628551319	3.896887644
IN-MG638	S-A	Burr Oak Woods	41.53253	-87.29661	IN	T	y	176.449	116.706	25.94	109.613	29.036	1.398	90.83	11746.155	1.423	8254.501054	74.456	205.485	0.141304718	0.236650762		1.51191027	20.76967096	0.072794137	1.942629087	4.499074788
IN-MG638	S-B	Burr Oak Woods	41.53253	-87.29661	IN	T	y	151.904	105.067	12.6	60.696	17.027	2.106	94.572	8588.039	1.078	7966.641002	82.197	168.931	0.100792631	0.207591934		1.445782215	8.084995252	0.17882289	1.606225944	8.338650794
IN-MG638	W-A	Burr Oak Woods	41.53253	-87.29661	IN	T	y	187.682	141.987	54.937	107.534	23.501	1.32	119.467	14592.531	1.206	12099.94279	80.929	211.183	0.111282632	0.51088028		1.321825238	17.80378788	0.074244046	1.570994501	2.584542294
IN-MG638	W-B	Burr Oak Woods	41.53253	-87.29661	IN	T	y	174.232	129.513	19.409	85.689	21.698	1.225	109.843	11618.103	1.054	11022.86812	82.996	195.93	0.110743633	0.226505152		1.345285801	17.71265306	0.075950553	1.5861912	6.672832191
MN-MG788	E-A	UMN Campus	44.97882	-93.23768	MN	T 	y	227.966	155.677	45.718	63.012	25.153	1.478	117.527	16447.959	1.448	11359.08771	75.174	253.119	0.099372232	0.725544341		1.464352473	17.01826793	0.086045917	1.939690454	3.405157706
MN-MG788	E-B	UMN Campus	44.97882	-93.23768	MN	T 	y	230.899	141.905	18.663	58.59	7.981	1.589	168	13181.562	1.328	9925.875	64.304	238.88	0.03341008	0.318535586		1.627137874	5.022655758	0.323959664	1.37439881	7.603547125
MN-MG788	N-A	UMN Campus	44.97882	-93.23768	MN	T 	y	223.55	142.652	13.097	54.21	25.707	1.303	132.395	14164.414	1.331	10641.93388	73.944	249.257	0.103134516	0.241597491		1.567100356	19.72908672	0.079430963	1.688507874	10.89195999
MN-MG788	N-B	UMN Campus	44.97882	-93.23768	MN	T 	y	210.012	126.111	14.827	47.927	21.358	1.281	133.112	11795.416	0.826	14280.16465	63.663	231.37	0.207144401	8.505496729		1.665294859	2.243983519	0.742115459	1.577708997	1.665294859
MN-MG788	S-A	UMN Campus	44.97882	-93.23768	MN	T 	y	242.274	154.13	35.252	116.878	25.312	1.613	182.016	18320.808	1.535	11935.3798	75.124	267.586	0.094593888	0.301613648		1.57188088	4.617493679	0.340418632	1.331058808	4.372234199
MN-MG788	S-B	UMN Campus	44.97882	-93.23768	MN	T 	y	229.143	142.162	29.248	119.186	19.822	1.479	158.395	15006.28	1.371	10945.49964	59.781	248.965	0.079617617	0.245397949		1.611844234	6.012814045	0.268068199	1.446655513	4.860571663
MN-MG788	W-A	UMN Campus	44.97882	-93.23768	MN	T 	y	249.93	192.747	26.898	121.022	25.41	1.86	171.542	23225.769	2.188	10615.0681	78.102	275.34	0.092285901	0.22225711		1.296673878	4.762770563	0.272252014	1.456960977	7.165848762
MN-MG788	W-B	UMN Campus	44.97882	-93.23768	MN	T 	y	195.659	136.668	22.039	62.417	26.003	1.405	140.478	13217.033	1.011	13073.2275	65.796	221.662	0.117309237	0.353092907		1.431637252	2.40037688	0.596421864	1.392808838	6.201188802
MN-MG789	E-A	UMN Campus	44.97739	-93.23761	MN	T 	y	162.739	112.159	34.69	71.401	17.544	1.887	118.267	10161.378	1.686	6026.914591	78.792	180.283	0.097313668	0.485847537		1.450966931	4.069824441	0.35651831	1.376030507	3.233179591
MN-MG789	E-B	UMN Campus	44.97739	-93.23761	MN	T 	y	174.032	152.541	39.651	74.449	13.97	2.124	96.399	12230.322	1.429	8558.657803	80.608	188.002	0.07430772	0.532592782		1.140886712	5.32920544	0.214081954	1.805329931	3.847090868
MN-MG789	N-A	UMN Campus	44.97739	-93.23761	MN	T 	y	215.15	101.065	22.168	29.909	21.584	1.444	126.847	11219.725	0.944	11885.30191	56.664	236.734	0.09117406	0.741181584		2.128827982	1.385702372	1.536280824	1.696137867	4.55904908
MN-MG789	N-B	UMN Campus	44.97739	-93.23761	MN	T 	y	193.2	129.236	42.077	85.408	8.391	1.636	142.541	11050.089	0.776	14239.80541	65.79	201.591	0.041623882	0.492658767		1.494939491	10.17852461	0.146871924	1.355399499	3.071416688
MN-MG789	S-A	UMN Campus	44.97739	-93.23761	MN	T 	y	187.699	134.179	19.883	87.747	19.452	1.956	133.302	13015.405	1.981	6570.118627	95.332	207.151	0.093902516	0.226594641		1.398870166	4.510950031	0.310105445	1.408073397	6.748428306
MN-MG789	S-B	UMN Campus	44.97739	-93.23761	MN	T 	y	190.215	131.124	22.687	65.105	21.589	1.805	136.27	10598.979	1.657	6396.487025	68.009	211.804	0.101929142	0.34846786		1.450649767	3.015656121	0.481039518	1.395868496	5.779697624
MN-MG789	W-A	UMN Campus	44.97739	-93.23761	MN	T 	y	198.561	129.219	34.571	80.674	19.374	1.863	142	13672.838	1.469	9307.582029	79.224	217.935	0.088898066	0.428527159		1.536623871	4.164034273	0.369022868	1.398316901	3.737786006
MN-MG789	W-B	UMN Campus	44.97739	-93.23761	MN	T 	y	161.17	85.946	66.24	84.006	15.608	1.767	142.727	8717.815	1.196	7289.142977	56.565	176.778	0.088291529	0.788515106		1.875247248	5.382239877	0.348413912	1.129218718	1.297493961
MN-MG790	E-A	UMN Campus	44.97771	-93.23801	MN	F	y									0.865	0		0	#DIV/0!	#DIV/0!		#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!
MN-MG790	E-B	UMN Campus	44.97771	-93.23801	MN	T	y	201.809	106.647	9.025	80.127	18.164	1.202	132.949	9148.187	0.691	13239.05499	55.14	219.973	0.08257377	0.112633694		1.892308269	4.411308082	0.428967607	1.517942971	11.81684211
MN-MG790	N-A	UMN Campus	44.97771	-93.23801	MN	T	y	140.94	118.49	8.166	54.974	21.339	1.97	103.238	7939.789	0.719	11042.82197	120.247	162.279	0.131495757	0.148542948		1.189467466	2.576221941	0.461710013	1.365194986	14.5101641
MN-MG790	N-B	UMN Campus	44.97771	-93.23801	MN	T	y	126.572	121.189	8.716	70.543	14.852	1.272	88.828	7146.257	0.709	10079.34697	105.9911	141.424	0.105017536	0.123555845		1.044418223	4.749730676	0.219889988	1.424911064	13.90419917
MN-MG790	S-A	UMN Campus	44.97771	-93.23801	MN	T	y	136.659	116.903	2.381	12.933	18.244	1.285	100.029	7877.149	0.894	8811.128635	86.356	154.903	0.117776931	0.184102683		1.168994808	0.708890594	1.64904827	1.366193804	49.09827803
MN-MG790	S-B	UMN Campus	44.97771	-93.23801	MN	T	y	130.354	110.736	2.926	68.908	14.032	1.106	72.604	5530.376	0.733	7544.851296	78.151	144.386	0.097183938	0.042462414		1.177160092	4.910775371	0.239709619	1.795410721	37.8455229
MN-MG790	W-A	UMN Campus	44.97771	-93.23801	MN	T	y	113.822	100.336	7.408	65.219	16.939	1.137	73.207	4956.778	0.565	8773.058407	95.976	130.761	0.129541683	0.113586532		1.134408388	3.850227286	0.294634136	1.554796672	13.54427646
MN-MG790	W-B	UMN Campus	44.97771	-93.23801	MN	T	y	109.285	91.79	19.208	58.985	15.84	1.171	70.245	4839.123	0.522	9270.350575	90.315	125.125	0.126593407	0.325642112		1.190598104	3.723800505	0.319726608	1.555769094	4.778738026
OH-MG799	E-A	Pearl King Savana	40.04433	-83.48064	OH	F	y	215.435	169	49.205	143.577	28.357	1.541	119.011	20402.303	1.996	10221.59469	83.568	243.792	0.116316368	0.342708094		1.274763314	5.063194273	0.251770571	1.810210821	3.434610304
OH-MG799	E-B	Pearl King Savana	40.04433	-83.48064	OH	F	y									1.06	0		0	#DIV/0!	#DIV/0!		#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!
OH-MG799	N-A	Pearl King Savana	40.04433	-83.48064	OH	F	y	222.357	169.471	10.577	134.309	29.667	1.678	135.038	16498.452	1.992	8282.355422	84.448	252.024	0.11771498	0.078751238		1.312065191	4.527218795	0.289817049	1.646625394	16.0225962
OH-MG799	N-B	Pearl King Savana	40.04433	-83.48064	OH	F	y	179.754	120.275	12.696	80.488	29.28	1.776	105	10677.82	1.285	8309.587549	97.642	209.034	0.140072907	0.157737799		1.494525047	2.748907104	0.543679721	1.711942857	9.473456207
OH-MG799	S-A	Pearl King Savana	40.04433	-83.48064	OH	F	y	157.46	126.446	33.692	65.884	38.1	2.541	109.132	10650.637	1.299	8199.104696	125.712	195.56	0.194825118	0.511383644		1.245274663	1.729238845	0.720128782	1.442839864	3.752997744
OH-MG799	S-B	Pearl King Savana	40.04433	-83.48064	OH	F	y									1.027	0		0	#DIV/0!	#DIV/0!		#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!	#DIV/0!
