tree	leaf	site	lat	long	loc	use	scan uploaded	bladeL	bladeW	sinusMinL	sinusNextL	petioleL	petioleW	bladeLtoWidestPoint	Area	Mass	Area/Mass	bladeBaseAngle	TotalL.PL+BL	PL/TL	SinusRatio	SinusRatioN	BL/BW	PL/PW	BL/BW.over.PL/PW	BL/BLWP	BW/SinusMinL
OH-MG799	W-A	Pearl King Savana	40.04433	-83.48064	OH	F	y	175.123	145.446	26.933	79.767	38.429	2.096	113.302	12884.885	1.651	7804.291339	94.266	213.552	0.179951487	0.337645894		1.204041362	2.075698041	0.580065761	1.545630262	5.400289608
OH-MG799	W-B	Pearl King Savana	40.04433	-83.48064	OH	F	y	170.512	137.421	22.257	56.217	31.388	1.606	106.833	12855.041	1.44	8927.111806	105.185	201.9	0.155463101	0.395912269		1.240800169	1.79103479	0.692783957	1.596061142	6.174282248
OH-MG805	E-A	Pearl King Savana	40.04413	-83.47883	OH	F	y	199.799	134.07	4.421	13.278	34.161	1.946	84.925	12991.734	1.497	8678.513026	120.396	233.96	0.146012139	0.332956771		1.49025882	0.388688856	3.834066241	2.35265234	30.32571816
OH-MG805	E-B	Pearl King Savana	40.04413	-83.47883	OH	F	y	186.043	129.959	4.606	17.563	28.589	1.348	134.584	9737.352	1.272	7655.150943	73.023	214.632	0.133200082	0.262255879		1.431551489	0.614327189	2.330275325	1.382356001	28.21515415
OH-MG805	N-A	Pearl King Savana	40.04413	-83.47883	OH	F	y	234.098	190.659	10.869	24.742	23.678	1.898	162.316	17505.246	2.235	7832.324832	108.438	257.776	0.091854944	0.439293509		1.227836084	1.044936228	1.175034468	1.442236132	17.54154016
OH-MG805	N-B	Pearl King Savana	40.04413	-83.47883	OH	F	y	176.897	117.668	13.96	30.976	20.853	1.542	118.677	9987.477	1.305	7653.23908	77.58	197.75	0.105451327	0.450671488		1.503356902	1.485445739	1.01205777	1.490575259	8.428939828
OH-MG805	S-A	Pearl King Savana	40.04413	-83.47883	OH	F	y	145.313	128.247	5.364	76.036	23.085	1.601	122.453	9844.51	1.216	8095.814145	125.019	168.398	0.137085951	0.070545531		1.133071339	3.293740524	0.344007468	1.186683871	23.90883669
OH-MG805	S-B	Pearl King Savana	40.04413	-83.47883	OH	F	y	158.765	133.041	8.797	36.118	22.938	1.418	100.845	8876.866	1.008	8806.414683	104.213	181.703	0.126238972	0.243562767		1.193353928	1.574592379	0.757881179	1.57434677	15.12345118
OH-MG805	W-A	Pearl King Savana	40.04413	-83.47883	OH	F	y	185.566	122.573	10.404	35.339	23.18	1.626	129.941	10528.301	1.385	7601.661372	91.657	208.746	0.111044044	0.294405614		1.513922316	1.524547023	0.993030909	1.428078897	11.7813341
OH-MG805	W-B	Pearl King Savana	40.04413	-83.47883	OH	F	y	149.968	117.733	9.5	37.388	16.439	1.596	98.363	9027.995	1.201	7517.064946	94.559	166.407	0.098787912	0.254092222		1.273797491	2.274347588	0.560071599	1.524638329	12.39294737
